,artists,genres
12677,Kany Garcia,"['latin', 'latin pop', 'puerto rican pop', 'tropical']"
12678,Kanye West,"['chicago rap', 'hip hop', 'rap']"
12679,Kaoma,['zouk']
12680,Kap G,"['atl hip hop', 'chicano rap', 'melodic rap', 'trap', 'vapor trap']"
12681,Kapena,"['hawaiian', 'jawaiian', 'polynesian pop']"
12682,Kapono Beamer,"['hawaiian', 'slack-key guitar']"
12683,Kara Lindsay,"['broadway', 'hollywood', 'show tunes']"
12684,Karakostas,[]
12685,Karan Dewan,[]
12686,Kardinal Offishall,"['pop rap', 'toronto rap']"
12687,Karel Martiš,[]
12688,Karel Vlach,[]
12689,Karen Akers,['cabaret']
12690,Karen Aoki,['japanese jazztronica']
12691,Karen Clark Sheard,"['gospel', 'gospel r&b']"
12692,Karen Cowley,[]
12693,Karen Dalton,"['alternative country', 'ambient folk', 'anti-folk', 'folk', 'folk rock', 'freak folk', 'indie folk', 'native american', 'singer-songwriter', 'traditional folk']"
12694,Karen Dotrice,"['disney', 'movie tunes']"
12695,Karen Fairchild,[]
12696,Karen Harding,"['deep groove house', 'disco house', 'house', 'tropical house', 'uk dance']"
12697,Karen Holness,[]
12698,Karen Jonsson,[]
12699,Karen Kamon,[]
12700,Karen Khachaturian,[]
12701,Karen Marks,[]
12702,Karen Matheson,['celtic']
12703,Karen Meyer & Valsø Holm,[]
12704,Karen Mok,"['c-pop', 'cantopop', 'classic mandopop', 'mandopop']"
12705,Karen Moore,[]
12706,Karen Olivo,"['broadway', 'show tunes']"
12707,Karen Peck & New River,['southern gospel']
12708,Karen Shepard,[]
12709,Karen Taylor-Good,[]
12710,Kari Jobe,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
12711,Karin Borg,['focus']
12712,Karina,[]
12713,Karina Bell & Sigfred Johansen,[]
12714,Karita Mattila,['classical soprano']
12715,Karl Alwin,[]
12716,Karl Böhm,"['classical performance', 'orchestral performance']"
12717,Karl Dönch,[]
12718,Karl Eliasberg,[]
12719,Karl Erb,[]
12720,Karl Freund,[]
12721,Karl Friedrich,[]
12722,Karl Goldmark,['post-romantic era']
12723,Karl Jenkins,['choral']
12724,Karl Kaiser,['classical flute']
12725,Karl Krueger,[]
12726,Karl Münchinger,[]
12727,Karl Richter,['classical organ']
12728,Karl Ristenpart,[]
12729,Karl Straube,[]
12730,Karl-Friedrich Hölzke,[]
12731,Karla Bonoff,"['folk', 'mellow gold', 'soft rock']"
12732,Karla Devito,[]
12733,Karlheinz Zoeller,['classical flute']
12734,Karliene,['otacore']
12735,Karmin,"['dance pop', 'electropop', 'post-teen pop', 'viral pop']"
12736,Karnivool,"['alternative metal', 'australian alternative rock', 'djent', 'progressive metal']"
12737,Karol Szymanowski,"['early modern classical', 'impressionism', 'polish classical']"
12738,Karriem,"['alternative hip hop', 'indie jazz', 'wonky']"
12739,Karthik,"['deep indian pop', 'desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'tamil pop', 'telugu worship']"
12740,Karunesh,"['healing', 'kirtan', 'meditation', 'new age', 'rumba', 'world fusion']"
12741,Karyn White,"['minneapolis sound', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
12742,Kasabian,"['alternative rock', 'britpop', 'garage rock', 'indie rock', 'leicester indie', 'modern rock', 'rock']"
12743,Kasbo,"['catstep', 'edm', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'new french touch', 'pop edm', 'swedish electropop', 'tropical house', 'vapor soul', 'vapor twitch']"
12744,Kash Doll,"['deep pop r&b', 'detroit hip hop', 'hip pop', 'trap queen']"
12745,Kashif,"['disco', 'funk', 'jazz funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']"
12746,Kashinath Mishra,[]
12747,Kasino,['dfw rap']
12748,Kaskade,"['big room', 'chicago house', 'dance pop', 'disco house', 'edm', 'electro house', 'electropop', 'house', 'pop', 'progressive house', 'tropical house', 'vocal house']"
12749,Kasper Schill,['focus']
12750,Kassav',"['musique guadeloupe', 'rap kreyol', 'zouk', 'zouk riddim']"
12751,Kasseem Dean,[]
12752,Kasso,['deep disco']
12753,Kasturi Shankar,['kannada bhava geethe']
12754,Kasturi Siva Rao,[]
12755,Kat Dahlia,"['hip pop', 'miami hip hop']"
12756,Kat Deluna,"['dance pop', 'post-teen pop']"
12757,Kat Edmonson,"['contemporary vocal jazz', 'vocal jazz']"
12758,Kat Graham,"['electropop', 'post-teen pop']"
12759,Kat Nestel,[]
12760,Kata Maduli,[]
12761,Katastro,['reggae rock']
12762,Katchafire,"['jawaiian', 'kiwi rock', 'nz hip hop', 'nz reggae', 'polynesian pop', 'reggae rock']"
12763,Kate & Anna McGarrigle,"['folk', 'folk rock', 'traditional folk']"
12764,Kate Alexa,['post-teen pop']
12765,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'dance rock', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
12766,Kate Nash,"['anti-folk', 'electropop', 'piano rock']"
12767,Kate Shindle,['show tunes']
12768,Kate Smith,['vocal trance']
12769,Kate Wetherhead,['broadway']
12770,Kate Wolf,"['contemporary folk', 'folk', 'traditional folk']"
12771,Katelyn Tarver,"['indie cafe pop', 'post-teen pop', 'viral pop']"
12772,Katharina Thalbach,[]
12773,Katharine McPhee,"['dance pop', 'idol', 'post-teen pop']"
12774,Kathe Moller-Siepermann,[]
12775,Kathe Retzmann,[]
12776,Katherine Dunham,[]
12777,Katherine Jenkins,['operatic pop']
12778,Kathleen Battle,"['classical soprano', 'opera']"
12779,Kathleen Carnes,[]
12780,Kathleen Ferrier,['classical contralto']
12781,Kathleen Long,['historic piano performance']
12782,Kathryn Beaumont,"['disney', 'movie tunes']"
12783,Kathryn Grayson,['vintage hollywood']
12784,Kathryn Stott,['classical performance']
12785,Kathryn Williams,['british folk']
12786,Kathy Dunn,[]
12787,Kathy Fitzgerald,[]
12788,Kathy Mattea,['country']
12789,Kathy Nolan,[]
12790,Kathy Troccoli,['christian music']
12791,Kathy Young & The Innocents,[]
12792,Katia Labèque,['classical piano']
12793,Katie Hanley,[]
12794,Katie Herzig,['acoustic pop']
12795,Katie Ladner,[]
12796,Katie Lopez,[]
12797,Katie Noel,"['country rap', 'redneck']"
12798,Katie Pearlman,[]
12799,Katie Sky,[]
12800,Katina Meidani,[]
12801,Katina Xomatianou,[]
12802,Katrina & The Waves,['new wave pop']
12803,Katsu Hoshi,[]
12804,Katy,"['dance pop', 'pop', 'post-teen pop']"
12805,Katy McAllister,"['piano rock', 'viral pop']"
12806,Katy Menditta,[]
12807,Katy Perry,"['dance pop', 'pop', 'post-teen pop']"
12808,Katyna Ranieri,['vintage italian pop']
12809,Kaumudi Munshi,[]
12810,Kausar Parveen,[]
12811,Kaushalya,[]
12812,Kausion,"['g funk', 'west coast rap']"
12813,Kavadhu,[]
12814,Kaveret,"['classic israeli pop', 'israeli rock']"
12815,Kavinsky,"['electronica', 'filter house', 'new rave']"
12816,Kavita Krishnamurthy,"['desi pop', 'filmi', 'indian folk', 'modern bollywood', 'sufi']"
12817,Kavita Seth,"['modern bollywood', 'sufi']"
12818,Kawika Kahiapo,"['hawaiian', 'slack-key guitar']"
12819,Kay E Kuter,[]
12820,Kay Haith,[]
12821,Kay Kyser,[]
12822,Kay Kyser & His Orchestra,[]
12823,Kay Starr,"['adult standards', 'big band', 'deep adult standards', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']"
12824,Kay Thompson,"['torch song', 'vintage hollywood']"
12825,Kay Tse,"['c-pop', 'cantopop']"
12826,Kay-K,"['escape room', 'indie soul', 'lgbtq+ hip hop']"
12827,KayThePianist,"['japanese instrumental', 'piano cover']"
12828,Kaye Ballard,[]
12829,Kazi Nazrul Islam,[]
12830,Kazmer Sarkany,[]
12831,Kazuhiro Koizumi,[]
12832,Kazumasa Oda,"['j-pop', 'japanese city pop', 'japanese singer-songwriter']"
12833,Ka’au Crater Boys,"['hawaiian', 'jawaiian', 'ukulele']"
12834,Kblast,[]
12835,KeKe Wyatt,"['deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']"
12836,Keahiwai,"['hawaiian', 'jawaiian']"
12837,Keak Da Sneak,"['hyphy', 'west coast rap']"
12838,Keala Settle,"['broadway', 'hollywood', 'show tunes']"
12839,Keali'i Reichel,[]
12840,Keane,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'rock']"
12841,Keaton Henson,"['ambient folk', 'british singer-songwriter', 'chamber pop', 'indie folk']"
12842,Keb' Mo',"['blues', 'blues rock', 'country blues', 'country rock', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues']"
12843,Kebo Gotti,['atl trap']
12844,Keef Hartley Band,"['blues rock', 'british blues', 'psychedelic blues-rock', 'psychedelic rock']"
12845,Keel,"['adult standards', 'lounge', 'torch song', 'vocal jazz']"
12846,Keely Hawkes,['deep r&b']
12847,Keely Smith,"['adult standards', 'lounge', 'torch song', 'vocal jazz']"
12848,Keenan Wynn,"['broadway', 'hollywood', 'show tunes']"
12849,Kehlani,"['pop', 'pop rap', 'post-teen pop', 'r&b']"
12850,Keilberth,['historic orchestral performance']
12851,Keira Barton,[]
12852,Keira Conlon,"['background music', 'calming instrumental']"
12853,Keith,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
12854,Keith & Kristyn Getty,"['ccm', 'christian music', 'christian relaxative', 'roots worship', 'worship']"
12855,Keith & Tex,['rock steady']
12856,Keith Anderson,"['contemporary country', 'country', 'country road', 'modern country rock', 'oklahoma country', 'redneck']"
12857,Keith Ape,"['korean trap', 'underground hip hop']"
12858,Keith Caputo,[]
12859,Keith Carradine,[]
12860,Keith Clark,[]
12861,Keith David,['movie tunes']
12862,Keith Emerson,"['art rock', 'progressive rock', 'symphonic rock']"
12863,Keith Forsey,[]
12864,Keith Green,"['christian alternative rock', 'christian music', 'deep christian rock', 'roots worship', 'worship']"
12865,Keith Hampshire,[]
12866,Keith Hudson,"['dub', 'reggae', 'roots reggae']"
12867,Keith Jarrett,"['contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano']"
12868,Keith Jarrett Trio,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz trio']"
12869,Keith Kenniff,"['compositional ambient', 'focus', 'nu age']"
12870,Keith Mansfield,"['exotica', 'library music', 'lounge', 'spytrack']"
12871,Keith Murray,"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop']"
12872,Keith Pelzer,[]
12873,Keith Relf,['british blues']
12874,Keith Richards,"['blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'roots rock']"
12875,Keith Shocklee,[]
12876,Keith Sweat,"['dance pop', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
12877,Keith Urban,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
12878,Keith Washington,"['new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
12879,Keith Whitley,"['country', 'country rock']"
12880,Kejsi Tola,['albanian pop']
12881,Keke Palmer,"['deep pop r&b', 'hip pop', 'post-teen pop', 'r&b']"
12882,Kele,"['afrofuturism', 'alternative r&b', 'art pop', 'dance pop', 'electropop', 'escape room', 'indie r&b', 'indie soul']"
12883,Kelis,"['dance pop', 'electropop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']"
12884,Keller & The Keels,"['jam band', 'jamgrass', 'progressive bluegrass']"
12885,Keller Williams,"['jam band', 'jamgrass', 'progressive bluegrass']"
12886,Kelli Ali,"['electronica', 'etherpop', 'trip hop']"
12887,Kellie Coffey,"['country', 'country dawn', 'oklahoma country']"
12888,Kellie Pickler,"['contemporary country', 'country', 'country dawn', 'country road']"
12889,Kellin Quinn,[]
12890,Kelly Badon,[]
12891,Kelly Clarkson,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'viral pop']"
12892,Kelly Kellekidou,[]
12893,Kelly Marie,"['disco', 'hi-nrg']"
12894,Kelly Price,"['deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
12895,Kelly Rowland,"['atl hip hop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
12896,Kelly Ruíz,[]
12897,Kelo Palacios,[]
12898,Kelsea Ballerini,"['contemporary country', 'pop']"
12899,Kelvin Mockingbird,"['native american', 'native american flute']"
12900,Kem,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
12901,Kemanî Amâ Recep,[]
12902,Kemukserar and Pangatkar,['inuit traditional']
12903,Ken Ashcorp,"['antiviral pop', 'comic', 'otacore']"
12904,Ken Boothe,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']"
12905,Ken Darby,[]
12906,Ken Darby Singers,[]
12907,Ken Elkinson,['new age piano']
12908,Ken Griffin,[]
12909,Ken Howard,[]
12910,Ken Jennings,[]
12911,Ken Lane Singers,[]
12912,Ken Le Roy,[]
12913,Ken Mellons,['deep contemporary country']
12914,Ken Navarro,"['jazz guitar', 'smooth jazz']"
12915,Ken Page,"['cabaret', 'movie tunes']"
12916,Ken Scott,['contemporary jazz']
12917,Ken Stewart,[]
12918,Ken Warner,[]
12919,Ken Watanabe,[]
12920,Ken Wells,[]
12921,Ken-Y,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
12922,Kenan Thompson,[]
12923,Kendall Miles,"['chillhop', 'lo-fi beats']"
12924,Kendall Morgan,[]
12925,Kendo,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
12926,Kendo Kaponi,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
12927,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
12928,Keni Burke,"['funk', 'post-disco']"
12929,Kenna,[]
12930,Kenneth Ard,[]
12931,Kenneth Bridges,[]
12932,Kenneth Heath,[]
12933,Kenneth Jean,[]
12934,Kenneth McKellar,"['classical tenor', 'traditional scottish folk']"
12935,Kenneth Nelson,[]
12936,Kenneth Whalum,['neo r&b']
12937,Kenny Ascher,[]
12938,Kenny Baker,"['appalachian folk', 'bluegrass', 'instrumental bluegrass', 'old-time', 'progressive bluegrass']"
12939,Kenny Beats,[]
12940,Kenny Burrell,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz guitar', 'soul jazz', 'straight-ahead jazz']"
12941,Kenny Chesney,"['contemporary country', 'country', 'country road']"
12942,Kenny Clarke,['jazz drums']
12943,Kenny Dorham,"['avant-garde jazz', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz trumpet', 'soul jazz', 'stride', 'vocal jazz']"
12944,Kenny Drew,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'japanese jazz', 'jazz', 'jazz piano', 'soul jazz', 'stride']"
12945,Kenny Drew Trio,['jazz trio']
12946,Kenny Elrod,[]
12947,Kenny Feidler,['texas country']
12948,Kenny G,"['smooth jazz', 'smooth saxophone']"
12949,Kenny Garrett,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']"
12950,Kenny Graham,['library music']
12951,Kenny Kersey and his orchestra,[]
12952,Kenny Lattimore,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
12953,Kenny Loggins,"['album rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']"
12954,Kenny Malone,[]
12955,Kenny Nolan,['bubblegum pop']
12956,Kenny Rankin,['audiophile vocal']
12957,Kenny Raskin,[]
12958,Kenny Rogers,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']"
12959,Kenny Rogers & The First Edition,['psychedelic rock']
12960,Kenny Vance,['doo-wop']
12961,Kenny Vance and the Planotones,['doo-wop']
12962,"Kenny Vaughan & ""The Art Of Love""",[]
12963,Kenny Washington,[]
12964,Kenny Wayne Shepherd,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock']"
12965,Kenshi Yonezu,"['anime', 'otacore']"
12966,Kent Blazy,[]
12967,Kent Henry,"['christian relaxative', 'classic praise', 'world worship', 'worship']"
12968,Kent Jones,"['miami hip hop', 'viral trap']"
12969,Kenyon Hopkins,['space age pop']
12970,Keola & Kapono Beamer,"['hawaiian', 'slack-key guitar']"
12971,Keola Beamer,"['hawaiian', 'slack-key guitar']"
12972,Keon Bryce,[]
12973,Keren Ann,"['chanson', 'dutch pop', 'nouvelle chanson francaise']"
12974,Keri Hilson,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'southern hip hop', 'urban contemporary']"
12975,Kerli,"['candy pop', 'dance pop', 'electropop', 'estonian pop', 'indie poptimism', 'metropopolis', 'post-teen pop']"
12976,Kermit,[]
12977,Kero Kero Bonito,"['art pop', 'escape room', 'future funk', 'hyperpop', 'japanese electropop']"
12978,Kerry Butler,"['broadway', 'show tunes']"
12979,Kerstin Meyer,[]
12980,Kesari,[]
12981,Kesha,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
12982,"Kevin ""K.D."" Davis",[]
12983,Kevin Abstract,"['hip hop', 'lgbtq+ hip hop', 'rap']"
12984,Kevin Ayers,"['art rock', 'british folk', 'canterbury scene', 'country rock', 'experimental', 'folk rock', 'freakbeat', 'psychedelic rock', 'pub rock', 'space rock', 'symphonic rock']"
12985,Kevin Burke,"['celtic', 'irish fiddle', 'irish folk', 'jig and reel']"
12986,Kevin Cahoon,[]
12987,Kevin Coyne,['british blues']
12988,Kevin Davis,[]
12989,Kevin Devine,"['brooklyn indie', 'dreamo', 'emo', 'pop punk']"
12990,Kevin Duda,['show tunes']
12991,Kevin Fowler,"['country', 'country road', 'outlaw country', 'texas country']"
12992,Kevin Garrett,"['alternative r&b', 'electropop', 'indie anthem-folk', 'indie cafe pop', 'indie electropop', 'indie r&b', 'nyc pop', 'pittsburgh indie', 'vapor soul']"
12993,Kevin Gates,"['baton rouge rap', 'rap', 'southern hip hop', 'trap']"
12994,Kevin Johansen,"['argentine rock', 'cantautor', 'chicha', 'chilean rock', 'latin alternative', 'latin rock', 'nu-cumbia', 'nueva cancion', 'rock en espanol', 'rock nacional']"
12995,Kevin Jonas,[]
12996,Kevin Kern,"['healing', 'neoclassical darkwave', 'new age', 'new age piano']"
12997,Kevin Lewis,[]
12998,Kevin Locke,"['native american', 'native american flute']"
12999,Kevin Lyttle,['soca']
13000,Kevin Mallon,[]
13001,Kevin McCall,[]
13002,Kevin Morby,"['freak folk', 'funk', 'indie folk', 'indie rock', 'kc indie', 'modern folk rock', 'soul', 'stomp and holler']"
13003,Kevin Ortiz,"['banda', 'regional mexican', 'regional mexican pop']"
13004,Kevin Parker,[]
13005,Kevin Quinn,[]
13006,Kevin Rowland,[]
13007,Kevin Rudolf,"['dance pop', 'pop rap']"
13008,Kevin Sharp,"['country', 'country road']"
13009,Kevin Sherwood,[]
13010,Kevin Stites,[]
13011,Kevin W. Smith,[]
13012,Kevon Edmonds,"['new jack swing', 'r&b', 'urban contemporary']"
13013,Key Glock,"['hip hop', 'rap', 'southern hip hop', 'trap']"
13014,Key!,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
13015,Keye Luke,[]
13016,Keys N Krates,"['bass trap', 'brostep', 'edm', 'electronic trap', 'livetronica', 'vapor twitch']"
13017,Keyshia Cole,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']"
13018,Khaled,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
13019,Khalid,"['alternative r&b', 'pop']"
13020,Khalima Nasyrova,['uzbek traditional']
13021,Khari Mateen,[]
13022,Khatia Buniatishvili,"['classical performance', 'classical piano']"
13023,Khayyam,[]
13024,Khemchand Prakash,[]
